taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,noteType,main_common_name
7145,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus junori,"Dunn, 1926",,,,CR,Rock Pocket Frog
7146,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus karlschmidti,"Grant, 1931",,,,CR,Webbed-footed Coqui
7147,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus semipalmatus,"Shreve, 1936",,,,CR,Tiburon Streamfrog
7148,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus sisyphodemus,"Crombie, 1977",,,,CR,Leaf Mimic Frog
7149,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus cooki,"Grant, 1932",,,,EN,Cave Coqui
7150,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus eneidae,"Rivero, 1959",,,,CR,Eneida's Coqui
7455,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus principalis,"Estrada &amp; Hedges, 1997",,,,EN,Oriente Greenish-yellow Frog
7577,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,Eligmodontia moreni,"(Thomas, 1896)",,,,LC,Monte Gerbil Mouse
7578,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,Eligmodontia morgani,"J.A. Allen, 1901",,,,LC,Morgan's Gerbil Mouse
7579,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Eligmodontia,Eligmodontia puerulus,"(Philippi, 1896)",,,,LC,Andean Gerbil Mouse
7581,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia albanyensis,"(Lea, 1864)",,,,LC,Black-crest Elimia
7582,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia ampla,"(Anthony, 1854)",,,,CR,Ample Elimia
7583,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia annettae,"Goodrich, 1941",,,,CR,Lilyshoals Elimia
7584,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia brevis,"(Reeve, 1860)",,,,EX,Short Spire Elimia
7585,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia cahawbensis,"(Lea, 1841)",,,,LC,Cahaba Elimia
7587,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia vanuxemiana,"I. Lea, 1843",,,,EX,Cobble Elimia
7588,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia variata,"(I. Lea, 1861)",,,,NT,Squat Elimia
7589,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia clausa,"(Lea, 1861)",,,,EX,Closed Elimia
7590,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia fusiformis,"(Lea, 1861)",,,,EX,Fusiform Elimia
7591,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia hartmaniana,"(I. Lea, 1861)",,,,EX,High-spired Elimia
7592,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia impressa,"(I. Lea, 1841)",,,,EX,Constricted Elimia
7593,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,Elimia jonesi,"(Goodrich, 1936)",,,,EX,Hearty Elimia
